papers,citations_all,citations_self,hindex_external,hindex_both
14,569,24,4.92,5.3
17,1034,21,6.1,6.43
17,923,11,7.47,7.26
11,292,4,3.62,3.67
3,20,0,2.63,2.64
3,63,1,2.2,2.18
7,35,0,3.99,3.95
11,412,8,3.04,3.04
67,3424,164,12.03,14.7
125,17059,645,13.78,21.1
18,2229,16,8.57,8.69
4,73,0,2.32,2.25
1,0,0,0.0,0.0
74,13563,88,15.04,16.41
3,45,1,2.0,2.0
200,43809,653,37.58,45.25
123,21327,382,24.15,28.82
42,3470,75,7.43,9.08
8,109,2,3.0,3.0
10,326,3,4.0,4.0
7,80,2,4.76,4.72
1,56,0,1.0,1.0
38,537,29,7.88,8.66
7,101,2,3.0,2.99
4,82,0,3.78,3.83
17,2457,7,9.01,9.01
39,18049,49,13.82,15.15
18,4557,10,10.01,10.02
10,4091,6,7.0,7.0
34,18144,70,12.62,13.57
19,203,9,7.73,7.73
29,719,54,6.83,6.95
72,6095,126,25.93,27.2
67,5134,145,19.3,20.62
24,536,31,5.28,6.05
52,7834,68,10.22,10.23
24,3981,29,7.09,7.56
108,21674,226,28.28,27.81
129,17110,197,21.19,21.84
22,536,7,4.7,4.93
25,358,12,6.0,6.0
10,371,4,6.0,6.0
16,2165,5,5.46,5.57
32,920,14,6.47,6.5
130,2871,0,16.72,16.98
97,3709,93,15.16,16.69
48,1989,30,10.01,11.16
248,35809,171,62.03,62.11
199,10746,714,24.37,32.61
14,229,10,4.82,5.04
649,186839,2515,66.48,89.4
491,96472,2720,68.06,97.61
11,156,11,4.01,4.18
8,178,9,4.1,4.1
23,880,36,7.42,7.98
88,7692,148,14.49,16.45
9,182,11,3.89,3.99
7,159,13,4.25,4.16
40,1022,14,9.81,10.14
38,1096,40,7.9,9.08
34,1390,28,12.08,12.45
456,31517,1759,47.13,60.87
73,1339,252,10.84,13.35
70,2180,191,12.94,14.1
83,6600,248,19.87,23.65
8,18,0,2.75,2.77
170,5646,426,25.04,27.78
11,404,4,4.53,4.48
69,2199,66,15.02,15.42
4,105,2,2.77,2.83
12,138,2,3.23,3.42
3,92,1,2.0,2.0
2,79,0,2.0,2.0
5,101,3,2.0,2.0
69,526,35,7.79,8.79
6,108,0,3.4,3.45
306,5638,352,34.09,35.29
93,1129,52,11.18,11.78
266,13845,1184,39.67,50.3
355,10442,385,37.06,39.22
46,4,0,1.0,1.0
5,0,0,0.0,0.0
87,2010,0,14.22,13.98
51,4191,131,19.18,22.09
4,35,0,2.2,2.2
60,4585,30,16.71,17.88
41,1746,228,12.81,14.4
442,49602,1554,54.29,66.63
6,84,1,4.73,4.79
1,13,0,1.0,1.0
5,19,1,2.15,2.05
199,10305,288,31.43,36.86
7,60,1,2.22,2.18
5,45,1,2.44,2.37
46,422,36,7.28,8.0
20,516,6,5.92,6.02
1,25,0,1.0,1.0
151,30694,796,28.37,41.91
30,343,19,8.85,9.35
9,83,0,4.34,4.46
56,1517,47,13.93,14.78
43,1060,67,15.01,15.38
2,4,0,1.32,1.18
153,11288,693,29.2,35.15
44,729,82,9.82,10.6
15,141,15,5.2,5.44
10,53,7,3.63,3.51
321,10103,1036,40.67,47.49
19,74,9,3.19,3.28
45,432,58,8.99,9.6
107,2193,180,22.95,23.25
242,5092,912,29.99,34.79
280,5520,952,27.66,31.83
200,4035,398,26.65,28.87
52,1391,116,11.98,14.51
1,3,0,1.0,1.0
112,3226,375,15.35,17.14
31,987,60,9.22,9.68
1,0,0,0.0,0.0
80,4618,304,16.44,19.39
25,648,37,8.23,8.35
83,5732,383,19.78,24.38
9,79,0,2.46,2.54
23,918,24,9.6,9.63
9,142,2,5.28,5.17
9,96,4,3.41,3.4
20,973,39,10.68,10.24
16,322,15,5.67,5.74
14,127,18,4.95,4.86
26,776,22,7.24,7.63
1,28,0,1.0,1.0
6,58,0,2.62,2.47
57,2829,149,13.93,14.63
7,50,1,3.55,3.49
60,2662,276,15.47,18.79
217,20131,1295,42.0,54.58
52,3172,68,11.97,12.59
1,0,0,0.0,0.0
126,9612,430,29.87,35.56
184,37146,351,34.14,42.5
26,374,10,8.17,8.53
42,860,66,9.68,10.06
9,69,3,3.37,3.43
241,10704,725,44.38,51.32
1,1,0,1.0,1.0
145,7762,492,20.44,26.65
258,22257,666,47.01,56.4
107,4526,211,16.48,17.68
162,3796,526,24.63,27.8
14,79,16,3.83,4.13
4,17,1,2.29,2.32
7,148,3,4.0,3.99
26,1137,48,9.16,9.97
6,172,6,3.27,3.3
21,607,11,6.57,6.58
19,542,17,6.62,6.68
10,546,6,4.16,4.1
46,665,26,9.89,9.9
17,290,11,3.82,3.85
32,955,48,7.42,7.9
10,112,10,3.98,3.82
6,170,1,3.0,3.0
6,170,1,3.0,3.0
6,170,1,3.0,3.0
3,98,0,2.0,2.0
197,6256,199,23.32,26.7
220,18620,344,36.06,39.37
91,3878,149,16.08,17.36
92,3364,99,20.49,21.81
142,2582,121,15.02,16.03
136,9332,0,42.87,42.82
69,1576,120,13.87,15.25
637,28700,999,51.84,58.0
423,20864,640,68.59,72.83
224,12870,267,34.19,37.28
23,722,35,7.14,7.6
263,11671,814,33.17,38.81
182,5556,265,17.14,20.56
33,2006,55,9.06,9.66
1,57,0,1.0,1.0
39,1507,64,11.91,11.98
54,4779,57,13.5,13.71
53,1744,84,12.32,12.62
35,2223,59,12.82,13.55
93,6023,130,21.15,23.22
176,17929,608,31.19,37.19
8,173,2,6.58,6.43
54,5191,92,15.38,16.53
2,125,0,2.0,2.0
36,999,59,11.96,11.89
39,893,44,8.41,8.86
163,17831,590,32.29,38.75
212,14653,702,34.31,38.04
272,15895,1079,21.15,29.93
58,4407,114,15.41,16.91
725,57961,3614,107.89,119.83
56,12213,106,18.65,20.48
40,3132,39,12.14,12.89
23,599,16,6.11,6.13
171,21000,390,28.69,31.89
55,2134,32,15.05,15.48
71,26975,104,22.9,25.38
5,142,0,3.34,3.34
11,673,12,5.58,5.64
17,246,7,5.47,5.7
51,20366,39,15.8,16.0
134,8098,160,18.97,20.68
29,6286,19,14.34,14.36
69,819,17,14.47,14.42
1,54,0,1.0,1.0
19,345,5,5.69,5.73
30,6286,18,13.97,13.97
328,19075,488,32.0,40.01
29,13617,34,14.85,15.41
793,102930,4041,107.56,125.16
244,13152,508,25.18,30.57
24,747,20,6.73,7.13
7,747,0,3.42,3.22
59,5512,40,19.03,19.58
378,228750,1108,40.77,62.18
27,886,14,9.98,10.55
27,6257,30,10.24,10.49
275,14760,356,37.15,40.93
12,258,7,5.69,5.85
67,12831,100,21.03,22.41
225,7122,352,26.1,30.74
126,36959,278,28.96,32.37
48,1347,43,8.78,9.43
98,4299,62,13.13,14.0
82,6209,56,21.55,22.59
617,71429,0,68.21,69.2
39,1549,36,10.72,11.2
119,4472,33,19.93,20.03
144,10644,187,28.19,29.15
457,39416,700,44.0,50.31
147,25610,389,32.92,36.79
83,11781,131,19.77,21.42
9,6137,7,3.26,3.45
4,70,3,2.99,3.0
32,6205,34,10.39,10.73
1,55,0,1.0,1.0
316,20919,917,32.42,39.58
18,6054,10,7.3,7.53
125,15399,167,22.39,25.01
166,11042,224,27.31,30.08
13,2022,4,10.0,10.05
404,16469,0,40.46,40.79
9,175,0,4.0,3.94
16,2310,11,7.44,7.53
147,8182,269,20.6,23.01
375,20042,506,37.3,41.51
316,20801,222,21.39,22.28
943,108782,2582,68.24,85.2
113,42668,249,21.68,26.06
86,6914,38,30.7,31.39
64,20462,110,18.58,19.58
100,3731,236,16.68,19.8
274,13087,809,37.35,44.89
99,8954,111,16.94,22.25
12,183,0,4.67,4.72
145,3575,0,18.7,18.71
47,2052,48,15.29,16.8
431,11465,509,41.16,45.54
13,752,9,5.36,5.5
89,5902,28,7.61,7.64
369,33614,560,36.53,43.12
36,977,26,10.05,10.15
17,666,9,7.34,7.2
230,13717,267,26.6,30.12
1708,94102,12137,100.5,138.89
161,16296,371,26.82,33.57
269,17677,984,38.13,47.64
707,43185,3402,74.19,93.97
111,35575,266,32.44,35.74
71,7664,40,10.16,10.56
15,946,3,6.25,6.31
536,24144,857,42.83,47.85
95,11493,127,24.43,26.12
51,1781,55,11.33,11.54
226,16068,529,29.12,38.5
225,12801,387,41.82,48.23
21,808,20,5.16,5.52
7,108,2,2.53,2.54
106,12372,87,11.21,12.03
262,53359,319,42.47,44.92
99,4893,90,16.63,18.17
30,593,22,10.36,10.97
79,5899,201,20.11,22.93
158,4359,363,22.24,24.93
8,181,3,2.69,2.78
145,10500,737,27.44,36.1
56,2859,157,13.28,15.1
95,8659,301,21.08,25.54
15,1534,16,7.38,7.84
12,969,26,6.53,6.55
15,3188,17,4.4,4.56
14,1720,21,6.54,6.68
7,704,8,4.25,4.27
89,20860,278,20.39,24.0
11,304,8,5.51,5.41
6,738,7,4.01,4.14
13,264,10,5.21,5.13
1,48,0,1.0,1.0
3,71,0,2.0,2.0
18,552,14,8.61,8.72
18,2554,28,7.7,7.72
51,2732,70,17.09,19.09
11,891,7,4.95,5.05
6,151,3,2.21,2.2
19,1923,9,7.66,7.65
3,84,1,2.61,2.58
75,3662,117,12.39,15.16
27,1548,36,10.42,10.45
70,9281,143,16.08,18.64
14,887,18,7.46,7.22
40,1731,69,7.66,8.53
14,927,23,6.3,6.33
13,194,12,4.2,4.65
5,40,3,2.92,2.94
9,477,10,5.18,5.07
81,2094,136,11.6,13.22
12,387,7,3.46,3.56
83,2909,85,16.07,17.7
30,413,26,5.55,6.02
34,358,24,8.72,8.44
9,139,1,4.86,4.74
231,10814,683,36.08,40.34
11,278,5,5.42,5.33
26,975,18,8.14,8.56
107,16695,163,25.59,28.23
42,868,85,8.59,10.13
205,12728,602,29.16,34.65
58,2563,104,14.55,15.78
6,200,3,2.92,2.84
26,1357,60,11.23,11.94
3,134,1,2.0,2.0
200,17169,978,34.73,48.21
120,7043,336,22.2,24.61
6,69,3,3.26,3.24
27,860,12,8.59,8.85
9,363,6,4.48,4.55
8,203,10,5.2,5.48
4,95,0,2.04,2.01
45,4732,61,13.94,15.02
17,630,15,6.11,6.42
215,6224,160,24.48,25.44
81,3814,269,14.7,18.52
351,29613,1786,46.08,56.08
310,52532,2360,50.78,61.18
5,1109,2,4.22,4.28
34,8395,63,11.35,12.31
7,338,2,2.76,2.75
18,625,8,5.03,5.12
14,1298,21,6.54,6.62
18,3273,26,8.83,9.08
24,882,18,8.83,9.08
10,1921,11,6.97,6.89
1,68,0,1.0,1.0
5,197,1,2.06,2.12
3,73,1,2.0,2.0
89,8328,191,21.06,22.96
250,59240,997,36.55,48.52
15,291,7,4.78,4.82
3,29,2,2.0,2.23
3,16,0,1.72,1.67
6,375,1,2.92,2.89
21,1353,16,7.7,7.83
12,763,1,5.3,5.28
1,12,0,1.0,1.0
5,65,2,2.52,2.56
114,3652,260,18.62,21.99
137,17581,238,22.95,26.89
1,0,0,0.0,0.0
249,30460,774,45.17,53.18
55,1615,152,16.92,16.83
11,80,22,3.25,3.84
11,114,20,4.68,4.76
3,46,1,1.06,1.05
5,49,2,2.3,2.3
39,1976,82,15.16,16.37
29,9771,23,13.73,13.87
21,308,9,7.28,7.38
24,593,17,10.21,10.04
1,114,0,1.0,1.0
42,9590,94,17.19,17.22
179,37149,502,44.09,49.94
194,8308,294,25.95,26.75
2,0,0,0.0,0.0
10,26,0,3.07,2.98
59,1351,55,14.02,14.97
868,143060,4498,110.36,143.96
19,1826,26,6.5,6.43
18,743,14,6.35,6.49
32,949,44,7.05,7.7
46,10478,61,10.88,12.61
7,369,6,4.0,4.0
17,1276,14,6.52,6.84
12,174,0,4.96,5.01
5,318,1,2.91,2.91
5,216,6,3.0,3.0
20,1867,22,7.87,8.26
16,465,5,4.02,4.09
13,413,5,5.06,4.99
8,268,2,3.0,3.0
25,478,32,6.48,6.8
2,90,0,1.0,1.0
6,298,0,3.9,3.81
7,89,1,4.3,4.33
1,90,0,1.0,1.0
26,659,17,7.55,7.76
6,261,3,3.33,3.33
14,364,2,5.8,5.85
43,1210,41,11.07,12.07
1,90,0,1.0,1.0
30,986,37,7.91,8.32
4,128,2,3.64,3.71
7,474,1,3.24,3.25
1,90,0,1.0,1.0
4,210,5,3.84,3.82
9,368,4,3.05,3.3
20,416,7,5.73,5.9
4,220,3,3.05,2.95
4,291,1,3.06,3.05
8,239,1,3.7,3.83
11,947,10,4.41,4.56
13,339,11,5.43,5.56
4,127,1,1.97,1.98
38,2204,25,10.37,10.17
31,1677,28,9.45,9.65
13,420,17,4.89,4.83
10,196,1,4.72,4.89
4,94,1,1.95,1.94
16,934,6,8.2,8.17
29,1315,14,7.33,7.72
50,4378,164,13.38,17.97
272,44135,415,55.64,58.71
96,7950,206,24.81,27.23
127,65484,166,20.39,22.59
48,8180,15,4.14,4.28
36,4384,48,14.76,15.39
4,2,0,1.0,1.0
18,8149,23,8.22,8.44
18,1159,37,9.51,9.67
49,1975,114,15.54,18.41
40,8479,33,10.16,10.6
147,12566,272,34.15,39.12
485,30946,1658,66.14,74.76
72,1829,135,9.89,12.64
237,44845,974,44.26,56.38
16,325,6,4.85,4.79
4,204,1,2.93,2.92
6,132,1,2.92,2.84
18,815,18,8.12,8.27
114,2337,82,19.51,19.85
11,517,9,3.77,3.77
7,55,4,3.71,3.61
3,48,1,2.94,2.96
16,2582,19,6.27,6.19
1,40,0,1.0,1.0
47,2253,165,11.41,13.27
1,40,0,1.0,1.0
59,2976,187,13.11,14.23
39,1304,0,12.27,12.05
49,2363,84,11.34,12.35
24,4334,32,7.72,8.14
10,1082,15,3.54,3.52
62,4461,67,9.99,11.31
4,53,6,2.36,2.3
8,208,5,3.98,3.95
2,25,0,2.0,1.99
1,22,0,1.0,1.0
1,22,0,1.0,1.0
2,27,0,1.0,1.0
98,6907,348,19.93,22.21
11,240,4,5.0,5.1
5,102,2,3.32,3.36
15,454,37,7.36,7.52
7,136,3,3.15,3.17
13,190,16,4.89,4.79
2,73,0,2.0,2.0
15,1000,17,6.49,6.94
71,2652,167,15.55,17.38
158,6459,391,21.12,25.14
9,536,7,4.66,4.7
6,48,3,2.91,3.03
22,1757,32,8.51,9.2
45,5238,61,10.82,11.85
18,567,20,6.9,7.06
24,666,62,7.64,7.84
50,2328,171,11.29,12.79
273,21243,1753,30.13,42.07
17,8918,11,7.29,7.41
332,14865,783,37.72,45.22
26,3465,27,11.46,11.67
15,747,6,5.63,5.52
5,669,1,3.75,3.75
8,475,1,6.07,6.03
138,6065,110,22.49,24.82
2,266,0,2.0,2.0
31,2814,19,12.04,12.77
59,3887,96,15.63,17.61
1,226,0,1.0,1.0
89,21705,245,22.16,24.49
126,14291,164,10.6,14.6
28,2392,28,11.43,11.43
19,639,12,7.49,7.79
87,9077,360,22.47,26.12
29,831,17,10.35,10.96
19,1843,14,5.67,5.83
9,437,2,5.85,5.83
13,977,7,8.84,8.84
59,3511,40,17.96,18.99
43,9918,69,16.24,16.99
47,7860,122,11.13,13.75
42,775,47,7.24,8.28
5,256,1,2.0,2.0
28,1528,9,7.33,7.61
55,2776,49,10.9,11.58
22,757,13,6.28,6.44
39,1706,13,8.09,8.37
128,3833,221,15.59,18.6
9,1856,6,9.0,9.0
28,613,9,8.05,8.42
34,1027,21,7.7,7.8
46,5650,28,12.74,13.51
6,616,2,4.98,5.03
14,1529,5,5.42,5.8
11,806,4,6.79,6.7
1,226,0,1.0,1.0
13,2481,14,8.45,8.33
5,1308,3,3.52,3.5
8,962,2,4.67,4.62
89,6064,86,8.75,10.27
237,11345,585,26.61,32.03
215,9844,404,20.97,25.92
209,27289,577,40.26,46.44
606,174846,4143,89.87,125.56
235,18773,525,38.78,45.43
173,22158,381,27.5,33.9
205,24437,318,26.76,30.29
154,14885,441,21.02,27.75
186,7849,118,32.2,33.91
302,27013,709,29.2,31.82
59,6247,101,18.59,19.41
85,7267,128,19.96,21.95
471,69832,1317,42.17,56.1
75,1272,334,14.86,17.65
76,2677,374,17.91,20.55
326,20093,2467,38.61,51.46
23,81,40,3.37,3.45
220,8209,689,27.47,30.51
36,2372,22,9.74,9.96
41,427,22,8.51,8.41
17,907,38,6.76,6.97
2,96,0,1.47,1.45
1,44,0,1.0,1.0
2,44,0,1.03,1.04
1,44,0,1.0,1.0
3,83,1,1.57,1.54
12,361,15,4.25,4.34
78,7238,177,14.82,16.95
114,4081,605,19.4,24.16
76,6111,271,19.86,24.22
47,3236,203,13.67,15.4
3,46,0,1.03,1.01
54,855,69,8.54,9.36
31,598,20,7.95,8.38
57,1832,38,9.68,10.07
20,553,7,5.85,5.93
199,6314,121,24.82,26.55
154,6544,161,28.74,30.97
22,1028,19,8.84,9.27
82,2165,159,19.47,20.89
2,48,1,2.0,2.0
1,29,0,1.0,1.0
28,1900,80,12.97,13.32
6,166,7,3.1,3.04
12,293,7,4.91,5.06
21,903,25,7.73,8.0
100,9941,332,23.59,25.45
339,21722,991,37.15,48.04
8,291,2,4.32,4.52
2,148,0,1.04,1.05
20,248,15,5.26,5.47
4,48,2,2.1,2.1
16,1164,18,6.6,6.7
2,31,0,1.98,2.0
87,3860,222,16.34,18.77
27,2787,52,8.8,9.31
6,49,1,2.97,2.96
3,29,0,2.8,2.8
3,37,0,2.36,2.29
3,37,0,2.32,2.29
2,25,0,1.99,1.99
3,25,0,2.73,2.75
12,893,5,6.03,5.94
35,6392,11,5.22,5.25
14,101,3,4.57,4.43
7,148,5,4.47,4.68
24,1421,17,10.67,10.87
250,18688,691,40.76,44.69
42,3129,94,10.66,10.99
18,161,15,5.27,5.56
72,553,95,12.7,12.95
8,34,1,3.06,3.11
759,16074,2159,34.77,45.5
139,1670,255,12.61,14.22
25,1381,12,7.75,8.15
12,270,9,4.0,4.11
7,250,0,3.22,3.17
2,68,0,2.0,2.0
19,676,7,8.14,8.05
3,170,1,2.03,2.07
5,291,0,3.32,3.28
5,76,1,2.0,2.0
7,111,8,2.74,2.51
15,356,8,5.98,5.97
51,1066,10,11.19,11.24
18,1973,17,8.27,8.42
87,6279,93,22.02,24.28
18,1235,16,4.7,4.86
22,416,6,6.42,6.36
66,2199,28,14.93,15.43
351,32263,1329,37.76,45.47
28,1501,40,5.92,6.24
11,32,0,2.0,2.0
157,14271,491,25.05,31.59
30,772,66,6.5,7.3
185,5659,1476,25.56,31.38
52,1700,196,10.28,11.16
83,4080,219,23.42,26.91
14,1506,20,6.82,7.12
22,697,19,10.4,10.5
36,871,128,10.92,12.58
21,452,7,8.39,8.54
22,514,28,9.03,9.11
7,272,1,3.57,3.64
230,10264,243,31.82,35.53
109,3817,135,18.71,21.1
190,3685,210,25.53,27.27
2,240,1,2.0,2.0
65,932,91,11.33,12.82
110,7250,187,36.48,38.24
85,2391,79,15.84,16.81
61,652,62,9.21,9.52
11,126,7,4.35,4.36
243,7633,382,34.36,38.31
128,3747,931,18.7,21.46
73,3233,453,13.61,15.68
43,632,172,7.7,8.19
171,4809,866,20.59,25.41
13,304,27,6.87,6.92
7,152,18,4.0,4.95
20,233,38,4.53,4.77
230,18563,997,27.59,32.26
327,28426,2723,46.74,62.82
667,36490,5984,58.96,77.09
73,3185,386,15.19,18.46
65,1631,0,11.17,11.19
38,938,86,11.07,12.37
10,80,7,2.98,3.08
17,410,21,4.61,5.48
34,533,55,11.05,11.49
87,3426,268,17.64,20.72
109,3265,455,17.24,20.59
246,13406,1190,34.04,42.72
65,2885,157,13.09,15.68
158,8276,846,22.82,28.45
31,901,102,8.19,9.38
80,4197,153,12.7,15.08
63,3251,352,14.79,16.89
22,496,0,7.83,7.85
94,2445,170,15.59,18.19
140,6036,520,22.99,26.93
1,47,0,1.0,1.0
33,687,109,8.88,9.73
32,1346,52,8.56,9.45
16,336,29,5.13,5.8
165,12253,641,22.31,28.18
88,3229,425,19.65,22.38
11,205,7,4.38,4.29
82,1070,139,11.65,13.02
122,3897,486,22.89,26.24
60,3879,402,15.32,17.94
177,9355,855,27.31,35.35
11,1276,0,7.06,7.2
209,18716,1031,34.09,38.81
98,3425,256,17.59,19.86
54,1153,164,11.09,12.88
7,163,0,4.94,4.82
95,6097,337,19.39,21.89
1,1,0,1.0,1.0
59,1526,7,17.5,17.58
129,17305,517,43.71,50.93
51,780,50,12.56,12.99
1,1,0,1.0,1.0
1,1,0,1.0,1.0
1,1,0,1.0,1.0
27,478,2,7.07,7.15
32,1128,43,9.39,9.86
1,8,0,1.0,1.0
1,0,0,0.0,0.0
167,11411,529,24.31,30.49
10,336,13,6.11,6.24
16,565,7,6.77,6.81
42,4427,41,11.54,12.9
20,930,17,8.6,9.38
24,1188,49,8.28,8.53
394,58041,2512,54.17,76.82
15,261,19,5.19,4.99
3,57,1,2.0,2.0
4,75,1,2.01,2.02
11,102,9,3.73,3.67
36,1951,65,8.58,9.68
4,58,0,3.0,3.0
4,44,0,1.86,1.89
37,1710,33,8.03,8.49
34,3030,47,12.89,13.21
2,89,0,1.6,1.69
9,375,0,2.68,2.76
83,20217,76,19.58,20.92
26,310,11,6.25,6.35
103,12293,176,25.03,26.49
100,41301,236,18.81,25.41
8,263,5,2.8,3.06
81,2602,100,12.31,13.83
6,206,3,3.53,3.42
11,1170,19,6.74,6.62
2,98,1,2.0,2.0
2,98,1,2.0,2.0
2,98,1,2.0,2.0
7,574,4,4.9,4.86
5,254,2,3.31,3.4
7,386,0,4.01,3.99
6,132,1,2.89,2.95
10,310,9,4.51,5.85
19,1181,20,7.21,7.34
3,97,0,2.0,2.0
11,803,17,5.94,6.02
124,12928,751,28.18,36.33
12,692,24,7.11,6.92
30,1719,102,12.02,12.62
24,1032,34,6.35,6.65
18,502,21,6.82,6.92
75,5199,111,19.69,21.91
5,140,4,4.18,4.11
8,186,14,3.94,5.01
12,1123,37,6.39,6.39
54,2219,151,15.11,16.77
338,8083,1041,31.37,36.99
95,5136,479,22.71,27.51
56,2292,173,13.6,14.99
200,7831,772,34.45,39.45
123,7421,630,25.2,30.23
124,4998,403,22.0,26.89
276,9074,793,34.48,41.27
117,3531,498,20.77,24.15
82,3433,193,19.02,21.41
503,10981,2650,33.44,37.02
393,10949,2190,26.24,30.9
26,754,50,5.11,5.69
127,3187,424,17.64,21.08
224,4051,936,23.2,25.08
199,4398,518,23.12,26.0
4,87,1,1.78,1.72
26,540,36,7.34,7.78
285,8452,1588,30.13,35.31
320,7939,832,39.61,41.11
55,1752,66,14.11,14.67
91,3066,182,19.33,20.61
117,2846,309,16.51,19.13
62,1289,157,17.61,17.74
312,5366,1845,18.56,21.75
278,7668,920,35.65,41.75
81,1753,219,15.72,15.95
370,9919,1277,45.64,48.19
160,1204,180,16.47,16.31
216,5064,925,24.72,28.25
145,4638,358,27.52,29.92
7,109,1,3.41,3.48
23,596,35,8.28,8.52
12,137,6,4.38,4.41
84,2770,102,14.28,15.68
78,1182,166,16.14,18.02
156,5020,409,17.98,21.95
361,48995,915,43.87,54.19
72,3566,283,18.32,20.4
39,1130,11,6.82,6.8
12,581,18,6.7,6.71
12,255,8,5.13,5.2
6,188,8,3.01,3.02
9,568,8,6.13,6.04
3,102,1,2.44,2.47
14,500,6,4.73,4.76
8,110,3,4.41,4.47
11,399,12,6.11,6.22
67,4797,147,10.03,10.92
100,4586,289,16.65,20.06
36,4331,30,13.22,13.57
39,8361,23,11.64,12.31
19,5892,9,6.97,6.96
64,22049,128,22.84,23.78
3,307,0,1.95,1.97
24,5719,17,9.22,9.56
61,16238,93,22.86,24.61
18,8087,25,12.82,13.83
6,481,6,5.0,5.0
1,269,0,1.0,1.0
5,270,0,1.04,1.06
121,40118,348,21.55,25.22
73,9853,52,31.5,31.86
64,42617,53,28.22,29.77
70,4646,86,19.82,20.65
67,23963,181,21.37,22.67
4,275,2,3.73,3.8
18,751,19,5.9,6.15
43,2844,20,12.52,12.47
130,62577,406,28.3,31.28
279,60530,676,41.35,50.57
11,360,1,3.93,4.04
4,484,2,2.76,2.89
1,270,0,1.0,1.0
9,1242,0,6.44,6.32
63,12909,7,19.83,19.82
2,276,1,1.02,1.02
4,287,1,1.1,1.04
4,502,1,2.57,2.52
26,11337,42,13.25,13.56
22,6667,14,10.51,10.91
27,4679,28,7.22,7.91
11,4805,10,8.17,7.84
80,14504,154,29.71,33.42
48,23486,61,12.95,14.17
37,6109,54,15.38,15.89
27,5114,26,12.51,12.4
9,779,9,4.41,4.56
26,6181,29,6.15,6.61
7,953,5,4.32,4.4
2,295,0,2.0,1.98
13,587,10,6.34,6.54
4,278,4,1.62,2.99
26,1429,33,9.22,9.58
17,396,3,8.9,8.83
37,3819,28,12.53,13.12
48,24028,43,17.36,18.97
84,22658,121,28.91,29.67
48,2733,47,16.76,16.57
41,3726,12,16.0,16.0
65,4987,158,11.71,14.84
93,10776,167,15.45,16.95
74,6253,72,12.95,13.74
56,4159,62,9.15,9.73
162,7405,269,23.54,28.3
35,7163,72,9.62,10.93
17,5241,10,6.51,6.73
38,7114,39,11.29,11.34
26,7072,17,9.24,9.87
328,50731,1071,37.18,52.09
1070,135795,3557,91.13,117.97
71,12608,186,17.05,18.98
306,145549,904,41.37,56.05
42,2501,13,10.0,10.43
216,55752,426,34.41,43.86
21,620,41,8.3,9.02
174,4717,345,29.93,31.17
107,5162,612,18.72,25.59
69,4664,313,19.15,21.7
10,232,8,4.09,4.08
27,1148,46,9.31,9.88
14,480,7,5.52,5.77
6,374,7,3.35,3.32
50,2113,81,12.96,14.72
72,3144,187,17.35,19.56
99,5613,337,20.53,23.03
347,18145,1517,51.2,61.15
35,3689,45,11.08,11.65
10,555,7,4.93,4.98
28,3111,13,9.37,10.03
41,2179,93,13.8,14.08
23,636,73,7.56,9.64
28,497,14,9.45,9.34
23,372,6,6.09,6.05
16,714,10,6.68,7.18
6,253,2,3.0,3.0
2,227,0,2.0,2.0
195,13707,449,26.91,33.06
565,62206,1395,60.89,77.15
110,20843,96,28.5,30.62
4,69,2,3.15,3.21
54,2608,111,11.04,12.89
21,710,41,7.24,7.59
14,452,18,5.44,6.06
171,17909,1019,31.86,41.51
8,97,7,4.24,4.11
109,6142,432,20.31,25.06
184,9959,848,30.23,38.26
182,11225,452,30.35,33.75
4,55,0,2.37,2.28
4,73,0,2.2,2.24
44,1671,83,11.86,13.14
4,202,1,2.54,2.58
31,1411,21,8.2,8.73
2,71,0,1.23,1.24
10,137,5,3.57,3.92
2,28,0,2.0,2.0
4,100,0,2.69,2.55
1,22,0,1.0,1.0
12,244,4,5.1,5.17
12,173,36,5.76,5.81
8,80,10,2.21,2.4
6,482,2,3.52,3.42
1,22,0,1.0,1.0
73,1791,122,14.46,15.31
5,45,1,2.92,2.95
139,6270,406,27.23,32.24
61,803,218,13.01,13.63
7,14,1,2.0,2.0
146,10874,245,19.38,21.92
80,2565,246,15.68,18.46
67,3678,177,14.0,14.16
130,5334,702,18.47,22.73
62,3506,123,12.63,13.44
36,894,48,6.76,6.96
197,8911,1031,34.73,39.8
101,13226,256,18.82,23.72
12,378,2,5.84,5.96
47,3240,118,17.17,17.79
16,283,3,5.92,6.03
48,7859,130,16.42,17.88
36,275,18,6.42,6.52
17,1390,12,7.47,7.58
8,272,6,4.39,4.61
31,1956,55,8.0,9.11
94,8834,79,20.59,22.32
10,391,4,4.87,4.85
34,281,9,7.17,7.02
366,31393,1469,51.65,63.02
32,2192,30,7.03,7.36
75,6133,232,11.7,14.47
190,16958,732,39.11,47.01
15,1706,0,6.84,7.0
33,1783,31,9.43,9.81
48,1037,64,15.25,15.73
1,35,0,1.0,1.0
19,1507,30,9.18,9.57
32,1106,32,10.98,11.91
14,596,13,5.51,5.39
18,169,23,6.21,6.18
7,56,3,3.34,3.31
191,5637,561,26.1,30.79
100,2512,310,19.44,20.96
120,2793,311,20.85,23.9
166,4867,354,32.91,34.77
422,11403,2048,41.79,49.12
44,679,21,7.6,7.61
65,843,146,12.71,13.59
62,1446,73,13.69,14.12
